date,close
2026-02-09,622.5973462623463
2026-02-10,651.5346461822394
2026-02-11,655.4043187714987
2026-02-12,642.501934186424
2026-02-13,626.103623192292
2026-02-16,646.4902033454887
2026-02-17,650.3282135267054
2026-02-18,662.2501983553467
2026-02-19,680.1504806321391
2026-02-20,683.7060130736994
2026-02-23,683.36609624745
2026-02-24,673.4953423363257
2026-02-25,633.3086973959159
2026-02-26,616.3740279656333
2026-02-27,619.3155470674338
2026-03-02,620.826186002527
2026-03-03,630.3161177582797
2026-03-04,632.5291831019955
2026-03-05,638.7570800059917
2026-03-06,654.0264542363282
2026-03-09,645.4635968387971
2026-03-10,645.4471556249816
2026-03-11,626.9561865903186
2026-03-12,644.5628294460364
2026-03-13,649.1796565481105
2026-03-16,660.3550120766494
2026-03-17,687.4603934187578
2026-03-18,708.4264397601169
2026-03-19,711.9574854512072
2026-03-20,728.9748828850709
2026-03-23,710.8303460643278
2026-03-24,722.1781095018383
2026-03-25,728.9606997088869
2026-03-26,707.9050000709193
2026-03-27,733.6433021524437
2026-03-30,726.9264111326214
2026-03-31,742.5931245665114
2026-04-01,740.4082447114153
2026-04-02,761.5468252177219
2026-04-03,788.8004876596655
2026-04-06,779.4155426434262
2026-04-07,758.3670966321947
2026-04-08,760.9506791451921
2026-04-09,780.1894015465167
2026-04-10,778.7264638319795
2026-04-13,773.1355038662983
2026-04-14,786.4180650839155
2026-04-15,744.7340372487583
2026-04-16,738.554883358419
2026-04-17,720.931336777636
2026-04-20,730.2024339110717
2026-04-21,723.0051314255021
2026-04-22,709.9358632989708
2026-04-23,708.8772272349864
2026-04-24,690.6749890927114
2026-04-27,694.8337745435964
2026-04-28,688.8010334235389
2026-04-29,687.4170970351419
2026-04-30,680.9277452254296
2026-05-01,699.1169123715733
2026-05-04,701.8468412538427
2026-05-05,714.4738996701178
2026-05-06,726.6128075778685
2026-05-07,718.3453389527232
2026-05-08,732.0009721735653
2026-05-11,742.3005610953521
2026-05-12,752.1580690166732
2026-05-13,750.2955903391925
2026-05-14,747.9743461930167
2026-05-15,765.8166846009968
2026-05-18,808.5462951704095
2026-05-19,798.9250543102646
2026-05-20,813.4764718274232
2026-05-21,812.0415022299699
2026-05-22,831.3993929563235
2026-05-25,844.7537721130501
2026-05-26,870.1450784131363
2026-05-27,823.420241034348
2026-05-28,817.7321793487359
2026-05-29,805.1968652233403
2026-06-01,808.356418556497
2026-06-02,800.606870061421
2026-06-03,794.3789122779574
2026-06-04,811.474923013773
2026-06-05,851.4901269539067
2026-06-08,805.2522917355482
2026-06-09,804.8192641005057
2026-06-10,815.4783882621206
2026-06-11,820.7110102273292
2026-06-12,819.6439837606713
2026-06-15,800.619493728093
2026-06-16,789.1362594244362
2026-06-17,806.8845600295126
2026-06-18,831.4235776463178
2026-06-19,838.4527488899869
2026-06-22,828.3654627143612
2026-06-23,835.3510702789074
2026-06-24,836.196142960454
2026-06-25,851.6354072535322
2026-06-26,859.2441363728927
2026-06-29,852.9199721008416
2026-06-30,861.9114444201416
2026-07-01,845.1360591702689
2026-07-02,865.9523594708646
2026-07-03,894.3822633217327
2026-07-06,876.9922745559202
2026-07-07,890.7405702526434
2026-07-08,877.0267117072182
2026-07-09,903.6178217066052
2026-07-10,927.5893448405958
2026-07-13,928.7292006924949
2026-07-14,955.2735544871563
2026-07-15,952.2291789690108
2026-07-16,944.7794606166427
2026-07-17,938.9213243646301
2026-07-20,941.9243588828837
2026-07-21,941.1494230255149
2026-07-22,950.3112000286648
2026-07-23,943.45646664994
2026-07-24,965.5187670132947
2026-07-27,993.6836180782851
2026-07-28,989.1063942109822
2026-07-29,964.5831703370454
2026-07-30,986.2533539566975
2026-07-31,1017.6522320125043
2026-08-03,1020.4041535145947
2026-08-04,998.1890457614784
2026-08-05,1010.4018729277456
2026-08-06,1051.463334719486
2026-08-07,1015.3117035572897
2026-08-10,1032.5196005593396
2026-08-11,1031.8920624359644
2026-08-12,1019.0402461392816
2026-08-13,1036.7736594476883
2026-08-14,1013.9274808700553
2026-08-17,1027.0146234571919
2026-08-18,1063.7919842039362
2026-08-19,1074.6758007714304
2026-08-20,1060.8091261564182
2026-08-21,1026.5248373129389
2026-08-24,1004.2771960036159
2026-08-25,970.4971523890691
2026-08-26,1011.6039134930214
2026-08-27,1012.4169044117315
2026-08-28,995.6483358278515
2026-08-31,973.7216949123477
2026-09-01,957.1289565656925
2026-09-02,956.08
